id,tag,timestamp,value
389,episode reward,1671013911336,-243.21067810058594
390,episode reward,1671013940793,-245.47543334960938
391,episode reward,1671013947780,-231.1908721923828
392,episode reward,1671013954678,-253.04347229003906
393,episode reward,1671013961701,-208.64459228515625
394,episode reward,1671013968565,-254.22315979003906
395,episode reward,1671013975574,-189.97662353515625
396,episode reward,1671013982710,-198.8709716796875
397,episode reward,1671013989659,-203.48736572265625
398,episode reward,1671013996582,-224.09890747070312
399,episode reward,1671014003487,-247.91824340820312
400,episode reward,1671014031912,-216.8448486328125
401,episode reward,1671014038862,-192.23580932617188
402,episode reward,1671014045800,-209.80294799804688
403,episode reward,1671014052753,-220.98204040527344
404,episode reward,1671014059745,-220.4436492919922
405,episode reward,1671014066760,-251.73085021972656
406,episode reward,1671014074191,-227.43923950195312
407,episode reward,1671014081832,-240.08349609375
408,episode reward,1671014089238,-212.9261932373047
409,episode reward,1671014096714,-225.70211791992188
410,episode reward,1671014130607,-194.51258850097656
411,episode reward,1671014138129,-273.1651611328125
412,episode reward,1671014145534,-210.58912658691406
413,episode reward,1671014152919,-240.9837646484375
414,episode reward,1671014160723,-222.99195861816406
415,episode reward,1671014168142,-212.86280822753906
416,episode reward,1671014175571,-213.72811889648438
417,episode reward,1671014182905,-209.66099548339844
418,episode reward,1671014190543,-195.30917358398438
419,episode reward,1671014198048,-245.06649780273438
420,episode reward,1671014230824,-225.01219177246094
421,episode reward,1671014237787,-196.5301513671875
422,episode reward,1671014244750,-205.70181274414062
423,episode reward,1671014252241,-235.61537170410156
424,episode reward,1671014259273,-212.38394165039062
425,episode reward,1671014266266,-216.32089233398438
426,episode reward,1671014273327,-208.3402557373047
427,episode reward,1671014280857,-223.1569061279297
428,episode reward,1671014288357,-203.9693603515625
429,episode reward,1671014295376,-239.15408325195312
430,episode reward,1671014328660,-218.70469665527344
431,episode reward,1671014335742,-213.79931640625
432,episode reward,1671014343105,-251.61903381347656
433,episode reward,1671014350162,-206.6470489501953
434,episode reward,1671014357467,-248.60653686523438
435,episode reward,1671014364795,-199.4374237060547
436,episode reward,1671014372098,-204.05535888671875
437,episode reward,1671014379237,-206.91290283203125
438,episode reward,1671014386469,-241.2865753173828
439,episode reward,1671014393854,-197.75741577148438
440,episode reward,1671014422466,-221.11451721191406
441,episode reward,1671014429719,-205.0841827392578
442,episode reward,1671014436940,-205.55517578125
443,episode reward,1671014444144,-198.46359252929688
444,episode reward,1671014451475,-198.25503540039062
445,episode reward,1671014459126,-225.36647033691406
446,episode reward,1671014467111,-197.4129638671875
